id,titulo,isbn,preco
1286,Livro 1286,2047505119094,1378.57
1287,Livro 1287,0698776241053,292.01
1288,Livro 1288,1885074836676,2932.31
1289,Livro 1289,0150677606226,4762.45
1290,Livro 1290,9825558969591,235.08
1291,Livro 1291,5383673641759,2155.27
1292,Livro 1292,1965991748858,3513.72
1293,Livro 1293,2519079243697,666.11
1294,Livro 1294,6850470632012,1157.23
1295,Livro 1295,2940189893681,4422.11
1296,Livro 1296,4520451328597,3061.72
1297,Livro 1297,0570107006614,4835.96
1298,Livro 1298,1053096113753,898.96
1299,Livro 1299,3005810958405,4071.45
1300,Livro 1300,9574436214469,2777.4
1301,Livro 1301,4347843298145,2958.48
1302,Livro 1302,9955485895044,177.57
1303,Livro 1303,1488704041947,2496.42
1304,Livro 1304,5655652579225,4856.1
1305,Livro 1305,4292504574341,2523.29
1306,Livro 1306,0584778900684,3761.96
1307,Livro 1307,4136716864227,579.45
1308,Livro 1308,8830468279438,4307.09
1309,Livro 1309,9053684496235,2292.92
1310,Livro 1310,5999907597424,4658.02
1311,Livro 1311,0454487437831,4320.84
1312,Livro 1312,4142669660481,1395.16
1313,Livro 1313,0087834355842,4897.43
1314,Livro 1314,5769868841033,1707.7
1315,Livro 1315,1376289594118,2420.09
1316,Livro 1316,1927040155530,3292.19
1317,Livro 1317,3603798078373,407.04
1318,Livro 1318,9115832657564,2638.21
1319,Livro 1319,4230311559567,2628.84
1320,Livro 1320,3722490716319,4916.24
1321,Livro 1321,6040883150124,107.97
1322,Livro 1322,9270194078446,4718.91
1323,Livro 1323,7036354499089,4967.2
1324,Livro 1324,1360114284452,3451.05
1325,Livro 1325,1977193153047,1550.92
1326,Livro 1326,1631025606905,4395.75
1327,Livro 1327,3969053078350,2475.73
1328,Livro 1328,1313343127031,176.05
1329,Livro 1329,6680850158892,233.62
1330,Livro 1330,0751208948681,4123.59
1331,Livro 1331,0776862888488,3028.47
1332,Livro 1332,4299947441253,364.93
1333,Livro 1333,3989728358293,2857.59
1334,Livro 1334,6634046402261,4125.46
1335,Livro 1335,7318769428780,3885.8
1336,Livro 1336,5297429222056,529.6
1337,Livro 1337,1210507026311,2316.97
1338,Livro 1338,3373369768670,960.35
1339,Livro 1339,2668196210561,3904.68
1340,Livro 1340,1808191709576,1141.23
1341,Livro 1341,9967419915677,4797.69
1342,Livro 1342,2406455941641,1342.43
1343,Livro 1343,2674673103446,3957.7
1344,Livro 1344,1651404694033,2323.71
1345,Livro 1345,2142833227507,2637.93
1346,Livro 1346,2047631189213,4985.84
1347,Livro 1347,4391095892323,4656.42
1348,Livro 1348,6820232776696,3026.1
1349,Livro 1349,6645667844044,3716.67
1350,Livro 1350,9151624954019,472.68
1351,Livro 1351,6662523966230,2344.09
1352,Livro 1352,6882028643570,4635.89
1353,Livro 1353,8523937556190,3829.14
1354,Livro 1354,9515597135371,3587.92
1355,Livro 1355,3614492816285,2504.8
1356,Livro 1356,0235366199162,416.69
1357,Livro 1357,2006185189673,512.68
1358,Livro 1358,1149789958175,4174.44
1359,Livro 1359,8108307684543,1362.16
1360,Livro 1360,2616260586849,4409.43
1361,Livro 1361,3868215687835,1118.76
1362,Livro 1362,9654288775863,3005.9
1363,Livro 1363,8244972767950,4217.71
1364,Livro 1364,4386236379301,2185.11
1365,Livro 1365,0689055763022,2742.33
1366,Livro 1366,9688132431864,1298.31
1367,Livro 1367,1043281912222,2233.14
1368,Livro 1368,0630999428071,925.48
1369,Livro 1369,0586351128960,638.44
1370,Livro 1370,2265506026593,1255.18
1371,Livro 1371,5789769530084,4334.8
1372,Livro 1372,5496442226262,3793.63
1373,Livro 1373,8186332740688,2242.92
1374,Livro 1374,9597128847982,1940.44
1375,Livro 1375,0346096505733,2834.54
1376,Livro 1376,0567429164638,2411.42
1377,Livro 1377,2329118458201,1360.53
1378,Livro 1378,9326224462091,1779.67
1379,Livro 1379,3433794291669,109.73
1380,Livro 1380,3585364320628,4024.17
1381,Livro 1381,6147644616776,2168.88
1382,Livro 1382,1097411842392,1890.19
1383,Livro 1383,9034429759756,2990.79
1384,Livro 1384,0016776155763,4023.08
1385,Livro 1385,1390604509830,1923.5
1386,Livro 1386,0218836303431,4958.64
1387,Livro 1387,6168222038921,699.77
1388,Livro 1388,0914471603819,3423.04
1389,Livro 1389,2403053202465,761.56
1390,Livro 1390,0779492141834,3586.46
1391,Livro 1391,7011602525634,2320.47
1392,Livro 1392,7864914062895,2978.63
1393,Livro 1393,8723726331132,2350.59
1394,Livro 1394,1784275742037,4023.36
1395,Livro 1395,4470204982341,3364.06
1396,Livro 1396,7623684365492,2775.31
1397,Livro 1397,1896966362471,1615.1
1398,Livro 1398,5274408449251,4114.07
1399,Livro 1399,2393398019544,2356.91
1400,Livro 1400,6382033156509,3444.38
1401,Livro 1401,3102227037761,4474.1
1402,Livro 1402,7502345681500,4918.08
1403,Livro 1403,5937434040441,2765.16
1404,Livro 1404,8337797468567,3409.89
1405,Livro 1405,7149308229503,913.67
1406,Livro 1406,9660482056967,2125.16
1407,Livro 1407,3656932637645,3472.33
1408,Livro 1408,2294248118375,1369.81
1409,Livro 1409,6051021510746,3130.69
1410,Livro 1410,6440374816343,1567.31
1411,Livro 1411,8043657672744,4027.59
1412,Livro 1412,7294843351017,53.58
1413,Livro 1413,0338079136400,2797.11
1414,Livro 1414,6479044283110,4738.21
1415,Livro 1415,5449259982275,2113.35
1416,Livro 1416,8983239613658,4599.23
1417,Livro 1417,8647500738145,407.51
1418,Livro 1418,0059507551653,3291.51
1419,Livro 1419,9705501193148,844.06
1420,Livro 1420,2970010521044,2803.84
1421,Livro 1421,2115218144697,3441.05
1422,Livro 1422,2780218021811,2143.39
1423,Livro 1423,4408036791241,1155.82
1424,Livro 1424,2381253313574,2670.86
1425,Livro 1425,1006297440831,2644.62
1426,Livro 1426,5519818256444,3572.72
1427,Livro 1427,4758907290399,943.39
1428,Livro 1428,0512196072759,1110.71
1429,Livro 1429,9475561036825,3581.71
1430,Livro 1430,6027010060140,3057.33
1431,Livro 1431,2302946172511,3893.44
1432,Livro 1432,7447566501295,2380.22
1433,Livro 1433,7583528256263,4512.58
1434,Livro 1434,1516656587507,405.6
1435,Livro 1435,6526777896222,774.57
1436,Livro 1436,7855140099310,548.22
1437,Livro 1437,3485495171364,3409.15
1438,Livro 1438,3516843130043,3167.14
1439,Livro 1439,3453140558199,3382.94
1440,Livro 1440,3012531859960,4347.5
1441,Livro 1441,7847821005186,3998.48
1442,Livro 1442,5116118937514,692.96
1443,Livro 1443,4920809228112,1734.91
1444,Livro 1444,2359939475608,754.76
1445,Livro 1445,0114721673474,1942.37
1446,Livro 1446,5052228589507,561.37
1447,Livro 1447,5644356943989,1330.17
1448,Livro 1448,1804555445179,936.19
1449,Livro 1449,8942834621862,2111.55
1450,Livro 1450,0916241756914,4514.11
1451,Livro 1451,7755703261956,2652.08
1452,Livro 1452,7810768345355,3079.01
1453,Livro 1453,3048515870677,304.37
1454,Livro 1454,5209646812961,2895.65
1455,Livro 1455,4474255182980,2688.81
1456,Livro 1456,7285460866265,4734.58
1457,Livro 1457,7364777906259,4977.45
1458,Livro 1458,2532825393186,371.21
1459,Livro 1459,4363709335138,3913.86
1460,Livro 1460,8336478537916,55.66
1461,Livro 1461,3922596242925,133.42
1462,Livro 1462,3353168290844,2752.2
1463,Livro 1463,1238821035120,4787.33
1464,Livro 1464,1303845914033,3629.68
1465,Livro 1465,4734660345983,664.08
1466,Livro 1466,9543538916573,539.02
1467,Livro 1467,0241946099494,4053.26
1468,Livro 1468,6311302739624,2524.58
1469,Livro 1469,0188684088927,2200.61
1470,Livro 1470,9051246036758,3407.76
1471,Livro 1471,8733221620071,3497.62
1472,Livro 1472,4105895033187,3362.37
1473,Livro 1473,8281634163214,204.4
1474,Livro 1474,3354563686832,4264.68
1475,Livro 1475,9657841218599,2394.17
1476,Livro 1476,9058522085477,4348.47
1477,Livro 1477,7828673169728,3587.01
1478,Livro 1478,6643928843019,519.49
1479,Livro 1479,0696700127205,29.35
1480,Livro 1480,6420697045213,2771.28
1481,Livro 1481,1182404759476,154.48
1482,Livro 1482,0450192541715,1972.5
1483,Livro 1483,9443795507148,1475.66
1484,Livro 1484,8108645118312,4705.84
1485,Livro 1485,2948708672950,3223.51
1486,Livro 1486,3542112483382,4515.39
1487,Livro 1487,0350032711709,469.37
1488,Livro 1488,0216392946294,3563.74
1489,Livro 1489,1282407801682,4004.51
1490,Livro 1490,7406143502203,795.68
1491,Livro 1491,4527068729062,2991.09
1492,Livro 1492,5243146338099,4628.97
1493,Livro 1493,2811464232191,4517.16
1494,Livro 1494,6046728829290,3657.37
1495,Livro 1495,4014392243745,1268.49
1496,Livro 1496,5388079872737,4170.54
1497,Livro 1497,3444262125875,2443.45
1498,Livro 1498,4522024792674,2108.29
1499,Livro 1499,1055648881445,2587.24
1500,Livro 1500,6809443036067,4936.4
1501,Livro 1501,8932527312712,573.14
1502,Livro 1502,8521777434766,3547.28
1503,Livro 1503,5019460195034,2640.66
1504,Livro 1504,7044897670832,3018.21
1505,Livro 1505,4043859112014,1100.43
1506,Livro 1506,9684064719281,1906.19
1507,Livro 1507,6736935799955,258.16
1508,Livro 1508,6122838893511,2451.81
1509,Livro 1509,6799226976445,1617.34
1510,Livro 1510,6925977477512,739.74
1511,Livro 1511,1417440664682,3364.38
1512,Livro 1512,2549063484028,3621.51
1513,Livro 1513,2487954984425,1638.61
1514,Livro 1514,8161429178022,1157.2
1515,Livro 1515,5243233516406,1228.13
1516,Livro 1516,0942876314058,1969.74
1517,Livro 1517,3736290500899,3923.72
1518,Livro 1518,4488969796821,2592.05
1519,Livro 1519,0994449318384,2273.14
1520,Livro 1520,6045502334339,2278.78
1521,Livro 1521,6583641596541,1423.67
1522,Livro 1522,2536561293336,3415.18
1523,Livro 1523,2457558494491,3484.96
1524,Livro 1524,3093558185603,2115.38
1525,Livro 1525,8017828903488,3387.34
1526,Livro 1526,4010295152949,1217.74
1527,Livro 1527,7306781608479,4366.69
1528,Livro 1528,1743841798711,2883.67
1529,Livro 1529,7256758354005,768.97
1530,Livro 1530,7631185711900,2400.13
1531,Livro 1531,8557587833746,615.2
1532,Livro 1532,3765867731507,2447.48
1533,Livro 1533,2962026413856,761.11
1534,Livro 1534,4016365439783,2253.05
1535,Livro 1535,5105874755643,2235.16
1536,Livro 1536,0864570943873,3827.28
1537,Livro 1537,2386259669953,149.33
1538,Livro 1538,9556929795469,1206.92
1539,Livro 1539,3401478747138,1511.08
1540,Livro 1540,7452472320237,3185.49
1541,Livro 1541,6072143893982,4754.96
1542,Livro 1542,8108893363560,4308.24
1543,Livro 1543,3785531314005,2185.42
1544,Livro 1544,5040313635675,4139.0
1545,Livro 1545,2717382716320,4622.45
1546,Livro 1546,1673589778661,2982.94
1547,Livro 1547,0327062944792,4140.69
1548,Livro 1548,2623869825930,4102.76
1549,Livro 1549,4643002485586,836.5
1550,Livro 1550,6116058915937,1397.65
1551,Livro 1551,5469625332114,1743.23
1552,Livro 1552,4144325655880,2644.27
1553,Livro 1553,3146504939607,2921.97
1554,Livro 1554,6181235340947,1988.03
1555,Livro 1555,2314876823827,1862.32
1556,Livro 1556,6178955394670,4628.25
1557,Livro 1557,5206901240008,2254.74
1558,Livro 1558,0719502357756,980.6
1559,Livro 1559,0297796432304,2262.48
1560,Livro 1560,2557552357232,3198.4
1561,Livro 1561,7987140370302,1223.08
1562,Livro 1562,3603775164588,1242.04
1563,Livro 1563,9119305627205,1624.95
1564,Livro 1564,5552076961342,4976.55
1565,Livro 1565,1741935102023,3962.04
1566,Livro 1566,3748631921826,2218.64
1567,Livro 1567,4885787846337,912.71
1568,Livro 1568,9578748783027,1242.52
1569,Livro 1569,0215744089239,2397.19
1570,Livro 1570,0589021056917,1386.06
1571,Livro 1571,7216442078292,4044.96
1572,Livro 1572,4885356387203,144.6
1573,Livro 1573,4446430502194,359.21
1574,Livro 1574,2632876666373,139.19
1575,Livro 1575,5455274787087,4561.64
1576,Livro 1576,8960863976150,1104.65
1577,Livro 1577,5817967378760,1735.49
1578,Livro 1578,6912151598240,2463.17
1579,Livro 1579,7135308502439,3272.44
1580,Livro 1580,6566677469005,1445.96
1581,Livro 1581,2756431176373,4928.22
1582,Livro 1582,9291603217076,3383.98
1583,Livro 1583,8881689903608,4138.31
1584,Livro 1584,7184237411049,360.62
1585,Livro 1585,3823870454015,1925.12
1586,Livro 1586,6572973094980,3814.6
1587,Livro 1587,2344623138651,664.05
1588,Livro 1588,6077334722288,1804.96
1589,Livro 1589,0980912125933,1843.79
1590,Livro 1590,7448585729097,2949.42
1591,Livro 1591,1985946491273,3116.01
1592,Livro 1592,7022670013591,3720.84
1593,Livro 1593,3205367192529,2106.44
1594,Livro 1594,5452981674263,4933.36
1595,Livro 1595,2501163470326,4235.91
1596,Livro 1596,3246463544326,309.72
1597,Livro 1597,3093552748023,3495.59
1598,Livro 1598,0128610634952,113.41
1599,Livro 1599,4803403167458,3914.08
1600,Livro 1600,0997077302142,3281.19
1601,Livro 1601,8068862583146,574.43
1602,Livro 1602,3924400919404,1290.59
1603,Livro 1603,7612400068104,3166.7
1604,Livro 1604,9929270995072,101.9
1605,Livro 1605,0370207524817,3818.81
1606,Livro 1606,4664317947589,46.66
1607,Livro 1607,3373745234324,562.62
1608,Livro 1608,7158579102784,4072.04
1609,Livro 1609,4986880783608,2323.64
1610,Livro 1610,3763137038702,3160.59
1611,Livro 1611,5353541887452,4370.77
1612,Livro 1612,9687315358947,3366.59
1613,Livro 1613,2534905225733,3467.38
1614,Livro 1614,1322570889065,3310.98
1615,Livro 1615,0737696319649,4218.63
1616,Livro 1616,4601404624533,1461.73
1617,Livro 1617,7481502417474,1294.64
1618,Livro 1618,6237392234540,2955.74
1619,Livro 1619,8681828888959,1912.6
1620,Livro 1620,5670994678130,2106.53
1621,Livro 1621,3921176612449,4762.42
1622,Livro 1622,5699667633233,4350.4
1623,Livro 1623,1060030527847,2959.19
1624,Livro 1624,9269794822639,3544.37
1625,Livro 1625,0279788695594,4430.22
1626,Livro 1626,0277510663995,1804.35
1627,Livro 1627,8951282515769,1454.5
1628,Livro 1628,7422565989035,4576.52
1629,Livro 1629,0840793182600,4290.17
1630,Livro 1630,9407477397368,3686.18
1631,Livro 1631,8996339557868,514.26
1632,Livro 1632,2024278494135,1411.81
1633,Livro 1633,8123694352425,1757.65
1634,Livro 1634,5966966758899,704.41
1635,Livro 1635,8673473763510,2852.32
1636,Livro 1636,5308282691101,2367.16
1637,Livro 1637,3103067945325,2432.51
1638,Livro 1638,0467463650085,4976.04
1639,Livro 1639,1370002269303,2928.48
1640,Livro 1640,7638189777546,4237.76
1641,Livro 1641,2961081210006,2952.06
1642,Livro 1642,2477355011790,4529.36
1643,Livro 1643,2497057584109,2361.83
1644,Livro 1644,0778233833185,708.93
1645,Livro 1645,3023615764631,649.2
1646,Livro 1646,0240120259751,1816.58
1647,Livro 1647,8383846143422,321.73
1648,Livro 1648,6871543996387,4151.1
1649,Livro 1649,4997503403574,4217.51
1650,Livro 1650,0561431185892,1584.05
1651,Livro 1651,1482697173992,2690.72
1652,Livro 1652,8447110023320,1251.14
1653,Livro 1653,9877299202924,2687.75
1654,Livro 1654,6182554809754,3080.55
1655,Livro 1655,4449293217914,2157.87
1656,Livro 1656,1910748491260,4181.56
1657,Livro 1657,0623864079553,2753.23
1658,Livro 1658,6968495135963,4957.56
1659,Livro 1659,8378504456656,2284.42
1660,Livro 1660,4269837474978,4586.87
1661,Livro 1661,2848325140166,3268.38
1662,Livro 1662,1618287090589,1322.41
1663,Livro 1663,2127920443056,87.3
1664,Livro 1664,4389635022696,649.76
1665,Livro 1665,8216022135343,2160.29
1666,Livro 1666,8917818758988,4723.42
1667,Livro 1667,9749193862484,2719.31
1668,Livro 1668,9336743360067,2343.99
1669,Livro 1669,8545556217412,732.56
1670,Livro 1670,0956221482457,4816.02
1671,Livro 1671,2875778753303,200.59
1672,Livro 1672,6474954876251,265.62
1673,Livro 1673,8905316308511,1247.89
1674,Livro 1674,1817118498566,1694.7
1675,Livro 1675,8050486366901,1280.08
1676,Livro 1676,8121676126009,1944.96
1677,Livro 1677,3814720998186,930.76
1678,Livro 1678,1253189640069,1701.76
1679,Livro 1679,8470575224917,1547.57
1680,Livro 1680,5066339735219,51.46
1681,Livro 1681,8423234285564,1162.71
1682,Livro 1682,6646475988976,617.79
1683,Livro 1683,9089267072327,4112.72
1684,Livro 1684,1036488385705,2826.35
1685,Livro 1685,8608503125999,710.96
1686,Livro 1686,1027488244024,4995.89
1687,Livro 1687,6141074186884,1321.64
1688,Livro 1688,8843404324286,4271.82
1689,Livro 1689,2715902425846,4367.78
1690,Livro 1690,9258636034022,4660.97
1691,Livro 1691,9928526748193,3058.06
1692,Livro 1692,9642667279101,2888.76
1693,Livro 1693,4228301249924,901.47
1694,Livro 1694,5476852871599,2691.2
1695,Livro 1695,7434835163213,3594.37
1696,Livro 1696,7565998514252,116.55
1697,Livro 1697,0655505393889,4031.41
1698,Livro 1698,1451007231401,176.52
1699,Livro 1699,3007703125928,4458.55
1700,Livro 1700,9106217412731,1335.79
1701,Livro 1701,5577734483253,358.73
1702,Livro 1702,4797382223249,928.54
1703,Livro 1703,9697424506101,4557.78
1704,Livro 1704,3215458039620,840.01
1705,Livro 1705,8460106193362,440.4
1706,Livro 1706,9662821851030,2049.23
1707,Livro 1707,1042103981721,2967.55
1708,Livro 1708,7179627038883,2575.5
1709,Livro 1709,6046736031196,1728.34
1710,Livro 1710,8927067247494,3166.38
1711,Livro 1711,1449492052861,1782.67
1712,Livro 1712,1968395819204,4969.33
1713,Livro 1713,5124002473116,1253.61
1714,Livro 1714,7215624855294,1959.84
1715,Livro 1715,0178884469078,1326.15
1716,Livro 1716,7944898329470,797.7
1717,Livro 1717,6205728769790,3638.49
1718,Livro 1718,4933634148442,3743.49
1719,Livro 1719,9307715544989,1151.71
1720,Livro 1720,5683030557012,1633.45
1721,Livro 1721,5055741013464,1781.58
1722,Livro 1722,6818661843832,3363.31
1723,Livro 1723,4208786553339,2864.91
1724,Livro 1724,0844899515174,2251.38
1725,Livro 1725,6500611194455,3976.53
1726,Livro 1726,3045918950430,4395.28
1727,Livro 1727,1842372958153,4590.42
1728,Livro 1728,4351482004106,791.05
1729,Livro 1729,2257290895058,2670.69
1730,Livro 1730,3862158284817,3039.88
1731,Livro 1731,8801496768956,3691.87
1732,Livro 1732,5616976767759,3670.53
1733,Livro 1733,7985658656389,2842.75
1734,Livro 1734,6077914246184,2850.15
1735,Livro 1735,6342030465288,2960.61
1736,Livro 1736,9706807150455,2988.11
1737,Livro 1737,5829962952351,3655.81
1738,Livro 1738,4400620715144,4219.08
1739,Livro 1739,6953178363575,3610.36
1740,Livro 1740,3333489716066,4326.35
1741,Livro 1741,1406561836378,3684.36
1742,Livro 1742,0149233174717,2367.71
1743,Livro 1743,5019388830844,1090.28
1744,Livro 1744,4078998163790,2196.2
1745,Livro 1745,3031894645087,16.46
1746,Livro 1746,6719106448454,2620.85
1747,Livro 1747,9015451075795,3272.12
1748,Livro 1748,5409357230080,2439.22
1749,Livro 1749,4279779782731,3349.1
1750,Livro 1750,2111417764164,4264.72
1751,Livro 1751,1631519268052,2050.85
1752,Livro 1752,9943202823303,1782.24
1753,Livro 1753,7287583988863,4526.6
1754,Livro 1754,9881982224594,3920.76
1755,Livro 1755,7712908057448,1333.56
1756,Livro 1756,3780277703263,1263.34
1757,Livro 1757,5227970759318,2635.7
1758,Livro 1758,3442116516026,2466.77
1759,Livro 1759,0028788524748,4387.66
1760,Livro 1760,3896532572068,2738.33
1761,Livro 1761,7685384280774,1993.56
1762,Livro 1762,7629430402668,1952.45
1763,Livro 1763,9665163908359,2586.58
1764,Livro 1764,8752539809516,2775.53
1765,Livro 1765,7615131077163,2568.63
1766,Livro 1766,1680628287461,3618.83
1767,Livro 1767,7902499707324,3581.56
1768,Livro 1768,5731770171033,3276.23
1769,Livro 1769,9106876611723,1567.56
1770,Livro 1770,3216045972392,3096.16
1771,Livro 1771,8213113461174,894.89
1772,Livro 1772,2195641494523,3228.21
1773,Livro 1773,6157025947358,3211.88
1774,Livro 1774,8087831653684,4784.01
1775,Livro 1775,6881771036266,1266.63
1776,Livro 1776,1989890549448,2421.92
1777,Livro 1777,4590022347729,344.85
1778,Livro 1778,6224778010226,1962.87
1779,Livro 1779,6076224806205,4238.67
1780,Livro 1780,8120745456503,2408.92
1781,Livro 1781,5105402844095,1318.29
1782,Livro 1782,3703563194921,1447.82
1783,Livro 1783,0782508124316,4284.81
1784,Livro 1784,3282563973092,1004.25
1785,Livro 1785,2831515631686,1363.55
1786,Livro 1786,9360516996018,1488.91
1787,Livro 1787,0213235491854,1854.05
1788,Livro 1788,7395181461763,437.43
1789,Livro 1789,5568093897251,2439.41
1790,Livro 1790,2425894396169,428.79
1791,Livro 1791,9092620565438,1198.27
1792,Livro 1792,6769359176676,3282.42
1793,Livro 1793,5409734590248,4626.49
1794,Livro 1794,4438032366683,139.33
1795,Livro 1795,8771439780566,423.33
1796,Livro 1796,6167557186271,535.82
1797,Livro 1797,0275647336527,4352.16
1798,Livro 1798,6944455972758,2352.55
1799,Livro 1799,2297617643538,1375.8
1800,Livro 1800,9641712745368,4987.75
1801,Livro 1801,7307177831666,1299.34
1802,Livro 1802,7024516848331,4677.52
1803,Livro 1803,4354021741587,1573.71
1804,Livro 1804,0160946256767,2739.32
1805,Livro 1805,5161228411355,1393.98
1806,Livro 1806,5830084444283,3995.21
1807,Livro 1807,7388803024859,925.69
1808,Livro 1808,4949627403064,477.81
1809,Livro 1809,5812745886863,3500.58
1810,Livro 1810,4567684752144,4169.82
1811,Livro 1811,9693922139686,1042.97
1812,Livro 1812,9746623964492,3666.12
1813,Livro 1813,5707553038124,1057.14
1814,Livro 1814,3528519193728,1977.23
1815,Livro 1815,5208563449697,4776.2
1816,Livro 1816,9490036456296,3951.23
1817,Livro 1817,8768619119521,4842.82
1818,Livro 1818,9915004442429,131.77
1819,Livro 1819,3968329509695,4588.14
1820,Livro 1820,8269739293731,1337.3
1821,Livro 1821,4795855076207,2207.42
1822,Livro 1822,6351153985539,3494.9
1823,Livro 1823,3551890978905,1673.68
1824,Livro 1824,0368516202479,471.28
1825,Livro 1825,6220374415870,2721.28
1826,Livro 1826,9159211986430,4113.57
1827,Livro 1827,6187371614163,2959.8
1828,Livro 1828,7564215978274,4261.72
1829,Livro 1829,7745869811585,860.49
1830,Livro 1830,0895422592138,238.41
1831,Livro 1831,2768698866042,3559.96
1832,Livro 1832,7610874279043,2545.21
1833,Livro 1833,5703616899297,4463.73
1834,Livro 1834,3799510346917,2508.86
1835,Livro 1835,5049368671010,3436.26
1836,Livro 1836,4890768091705,3537.64
1837,Livro 1837,9331410155466,4487.29
1838,Livro 1838,1077175862546,4310.78
1839,Livro 1839,1454816771846,2321.97
1840,Livro 1840,9081762015775,3300.68
1841,Livro 1841,2280939128290,651.76
1842,Livro 1842,2286477821667,4528.96
1843,Livro 1843,7582144097268,673.36
1844,Livro 1844,2429189765545,4376.48
1845,Livro 1845,7590377851820,671.3
1846,Livro 1846,7161335933066,3864.95
1847,Livro 1847,9329449666429,830.62
1848,Livro 1848,6584436619553,404.56
1849,Livro 1849,4641917713700,2179.4
1850,Livro 1850,9213992437270,635.02
1851,Livro 1851,5852672199117,1299.11
1852,Livro 1852,8948776863141,2720.88
1853,Livro 1853,4463050175930,4871.92
1854,Livro 1854,9281175516916,4248.28
1855,Livro 1855,3834694058111,1268.26
1856,Livro 1856,9160011369420,2922.27
1857,Livro 1857,6559732877114,1828.29
1858,Livro 1858,4054510878151,4858.02
1859,Livro 1859,5528015015770,3750.53
1860,Livro 1860,9792642577411,485.15
1861,Livro 1861,2580834779073,2808.9
1862,Livro 1862,6133813394175,432.19
1863,Livro 1863,7978300903581,2132.87
1864,Livro 1864,4803006584174,1387.1
1865,Livro 1865,1626092280422,4846.68
1866,Livro 1866,1844537115897,2919.73
1867,Livro 1867,1198621449371,2448.48
1868,Livro 1868,4389360225112,1381.43
1869,Livro 1869,4215368640443,473.24
1870,Livro 1870,8744260798783,4093.02
1871,Livro 1871,1281440512809,1193.94
1872,Livro 1872,2600864206563,1129.25
1873,Livro 1873,2001367152873,1163.49
1874,Livro 1874,8963108959557,2443.22
1875,Livro 1875,8628865225555,1415.46
1876,Livro 1876,6991386619597,1523.85
1877,Livro 1877,5556047571082,2262.05
1878,Livro 1878,7720959745973,3225.74
1879,Livro 1879,4238236881641,2713.55
1880,Livro 1880,4659504534501,4983.57
1881,Livro 1881,5530708328194,3364.07
1882,Livro 1882,1040627327952,4725.45
1883,Livro 1883,1588421132555,708.43
1884,Livro 1884,5226323818521,3297.33
1885,Livro 1885,9957350272288,839.27
1886,Livro 1886,9753274735738,1372.16
1887,Livro 1887,2063461737437,2539.18
1888,Livro 1888,2844360272810,3516.01
1889,Livro 1889,3062314923721,1165.12
1890,Livro 1890,2077953679285,1239.96
1891,Livro 1891,5438215008459,2358.32
1892,Livro 1892,1244687974977,2212.86
1893,Livro 1893,0208956743896,114.88
1894,Livro 1894,9312977627835,4567.22
1895,Livro 1895,5781918403273,3267.42
1896,Livro 1896,2960855735346,1136.79
1897,Livro 1897,1490993033737,40.98
1898,Livro 1898,6418019174652,247.59
1899,Livro 1899,7910259671459,286.68
1900,Livro 1900,2020417484611,363.75
1901,Livro 1901,8738810011663,956.63
1902,Livro 1902,0927939354229,4444.89
1903,Livro 1903,2741344130343,2233.37
1904,Livro 1904,6161464385287,3262.17
1905,Livro 1905,3000710518468,1977.44
1906,Livro 1906,7886342298199,3991.71
1907,Livro 1907,1833041913125,3139.92
1908,Livro 1908,0862928822964,2330.84
1909,Livro 1909,7790787539013,691.11
1910,Livro 1910,2183820985745,943.87
1911,Livro 1911,4250052912710,923.77
1912,Livro 1912,6542027404633,2696.9
1913,Livro 1913,9067099064861,2933.51
1914,Livro 1914,3180483840279,2889.08
1915,Livro 1915,6159723858944,1880.25
1916,Livro 1916,4505564421923,4139.36
1917,Livro 1917,4757415315363,1429.05
1918,Livro 1918,7868548338525,3989.04
1919,Livro 1919,4841850882879,3542.07
1920,Livro 1920,7492895094990,4829.2
1921,Livro 1921,9383727821480,3359.21
1922,Livro 1922,6489334457707,526.38
1923,Livro 1923,6763741216895,2601.29
1924,Livro 1924,6962977434947,3112.19
1925,Livro 1925,5278206347608,3115.02
1926,Livro 1926,4586910511403,777.86
1927,Livro 1927,0584830120077,3483.84
1928,Livro 1928,6332980780221,2222.49
1929,Livro 1929,4737559130631,463.41
1930,Livro 1930,1952594688583,2482.72
1931,Livro 1931,7462438760021,2679.96
1932,Livro 1932,8803317787651,704.85
1933,Livro 1933,0005772588896,2439.69
1934,Livro 1934,2863448625174,2910.74
1935,Livro 1935,6108899811031,3419.91
1936,Livro 1936,9586800100032,3656.89
1937,Livro 1937,4685163902071,308.62
1938,Livro 1938,3055768455113,1791.88
1939,Livro 1939,7030427604211,3349.4
1940,Livro 1940,7195529068995,2779.11
1941,Livro 1941,5528567113287,4464.16
1942,Livro 1942,9878183068289,2908.17
1943,Livro 1943,6661340180424,2623.07
1944,Livro 1944,5166307477692,2663.57
1945,Livro 1945,4548585121421,4255.95
1946,Livro 1946,9590853000241,307.95
1947,Livro 1947,7660432658501,2821.08
1948,Livro 1948,5833928509640,548.94
1949,Livro 1949,3975402783144,3642.18
1950,Livro 1950,5393417868915,1659.59
1951,Livro 1951,6261824024316,4199.9
1952,Livro 1952,6694824764642,1429.37
1953,Livro 1953,7209648084266,3226.15
1954,Livro 1954,5399973062952,4286.01
1955,Livro 1955,2809957326736,1021.17
1956,Livro 1956,5124910624619,491.05
1957,Livro 1957,8283808640644,3288.88
