id,titulo,isbn,preco
784,Livro 784,7935371207236,153.24
785,Livro 785,,197.44
786,Livro 786,8245704772219,111.06
787,Livro 787,434999359552,94.22
788,Livro 788,,210.63
789,Livro 789,22266627608,108.59
790,Livro 790,9191538613499,133.84
791,Livro 791,29067635142,25.29
792,Livro 792,0334906117840,209.7
793,Livro 793,8649356511142,187.39
794,Livro 794,1589606513938,167.75
795,Livro 795,3972375789900,256.01
796,Livro 796,ZtFBRuotsmwAm,144.35
797,Livro 797,6617830582988,199.22
798,Livro 798,,176.53
799,Livro 799,1400832098890,26.81
800,Livro 800,5342356882473,159.51
801,Livro 801,0092755425135,283.74
802,Livro 802,916357876892839,127.36
803,Livro 803,,169.97
804,Livro 804,4099130141363,188.05
805,Livro 805,,244.93
806,Livro 806,7323633927328,18.5
807,Livro 807,,87.64
808,Livro 808,5186135539785,229.33
809,Livro 809,8328541196275,128.07
810,Livro 810,7267124860171,226.04
811,Livro 811,6753637783937,233.01
812,Livro 812,,44.09
813,Livro 813,0076397103817,263.19
814,Livro 814,1381023811858,231.56
815,Livro 815,9028216924062,100.33
816,Livro 816,2811190397394,246.38
817,Livro 817,9329168136038,234.23
818,Livro 818,3463984094978,10.48
819,Livro 819,6437005370363,131.68
820,Livro 820,683890594297553,272.0
821,Livro 821,9573470945848,84.27
822,Livro 822,4915749225508,160.29
823,Livro 823,4503279956143,70.9
824,Livro 824,9552020718477,96.57
825,Livro 825,922123079165099,133.94
826,Livro 826,4934330977879,164.23
827,Livro 827,,72.25
828,Livro 828,FeSEfmsrgFACa,101.22
829,Livro 829,bUjdmvAszvuMq,17.37
830,Livro 830,774391710349690,152.05
831,Livro 831,3072963449666,271.54
832,Livro 832,0646344758484,36.32
833,Livro 833,7660580062542,263.04
834,Livro 834,4628303745070,167.64
835,Livro 835,,258.58
836,Livro 836,8013466050924,261.55
837,Livro 837,1834149779586,10.53
838,Livro 838,2188696022742,240.78
839,Livro 839,4689175731175,234.1
840,Livro 840,VjdseSsUQmeCV,285.66
841,Livro 841,125368401067440,293.8
842,Livro 842,6200739986938,87.9
843,Livro 843,0477158162179,202.65
844,Livro 844,2480390858766,252.32
845,Livro 845,9222992258417,187.13
846,Livro 846,8918717866949,62.42
847,Livro 847,8602026068296,292.0
848,Livro 848,8015601328208,44.93
849,Livro 849,25764605828,108.56
850,Livro 850,747336309352,294.58
851,Livro 851,4952680863965,14.07
852,Livro 852,9323980335310,69.73
853,Livro 853,564165806939,14.36
854,Livro 854,4336080507933,11.21
855,Livro 855,1810898021231,101.17
856,Livro 856,9301805434513,81.35
857,Livro 857,2649075073573,155.62
858,Livro 858,898690010404016,214.13
859,Livro 859,5595731039501,49.73
860,Livro 860,923059177750432,282.16
861,Livro 861,NaTuFIPxpipfZ,118.41
862,Livro 862,0201582489213,111.16
863,Livro 863,8882785507849,269.58
864,Livro 864,1542604081127,136.55
865,Livro 865,2352476638847,226.96
866,Livro 866,9770094276398,205.62
867,Livro 867,6242825465362,154.17
868,Livro 868,7210057423740,133.97
869,Livro 869,997615128568100,297.25
870,Livro 870,0460973840692,191.43
871,Livro 871,8947486400414,208.94
872,Livro 872,9740971774861,161.39
873,Livro 873,3363409350860,268.51
874,Livro 874,024206561017485,125.01
875,Livro 875,,18.81
876,Livro 876,SqVFtNQTYAVqF,121.0
877,Livro 877,1710209209923,242.38
878,Livro 878,81002576981,103.09
879,Livro 879,,161.09
880,Livro 880,464706761608117,30.95
881,Livro 881,5154120968152,129.0
882,Livro 882,0601550310571,57.88
883,Livro 883,8654602387511,123.15
884,Livro 884,2071512934036,187.42
885,Livro 885,7747292490479,189.39
886,Livro 886,9392042549568,186.37
887,Livro 887,2355721957893,280.55
888,Livro 888,0608808523766,205.26
889,Livro 889,2398227254302,171.33
890,Livro 890,2627356097346,95.9
891,Livro 891,WHupUjPflYXWi,239.52
892,Livro 892,4865627261085,196.3
893,Livro 893,1098397337635,129.75
894,Livro 894,393477663096175,105.54
895,Livro 895,1357183505105,234.41
896,Livro 896,5560389047093,45.89
897,Livro 897,2858052992207,191.15
898,Livro 898,4482040522554,90.4
899,Livro 899,3326266794824,188.79
900,Livro 900,0329749056106,52.53
901,Livro 901,,103.5
902,Livro 902,4119612211489,211.7
903,Livro 903,1172885935426,34.17
904,Livro 904,9847157738452,236.75
905,Livro 905,8784547384473,124.84
906,Livro 906,,159.02
907,Livro 907,8182064876453,12.36
908,Livro 908,5613751655285,255.86
909,Livro 909,4045984021924,196.43
910,Livro 910,6112957814400,87.33
911,Livro 911,UpKeJpGOJxbkP,298.26
912,Livro 912,3041327409606,13.79
913,Livro 913,9408193763772,279.82
914,Livro 914,6748188688302,289.35
915,Livro 915,220258444267953,242.6
916,Livro 916,0476655321767,63.28
917,Livro 917,5246990556152,272.97
918,Livro 918,5492559874196,136.6
919,Livro 919,,55.3
920,Livro 920,5411783920661,206.05
921,Livro 921,835371020346,42.37
922,Livro 922,9131484579523,22.06
923,Livro 923,,144.32
924,Livro 924,6203278689983,213.82
925,Livro 925,3516230591283,201.81
926,Livro 926,,38.85
927,Livro 927,6263297191264,246.78
928,Livro 928,1703622485145,247.99
929,Livro 929,8787105483275,252.47
930,Livro 930,TroQfGLugMhNz,53.95
931,Livro 931,4626677986185,275.51
932,Livro 932,,134.81
933,Livro 933,6323064402565,280.4
934,Livro 934,2182936475964,34.04
935,Livro 935,3776624019721,217.64
936,Livro 936,946906036780866,71.84
937,Livro 937,bQaTNaqywgeQM,149.34
938,Livro 938,4508044122392,299.74
939,Livro 939,1635047218152,51.62
940,Livro 940,,95.8
941,Livro 941,1112252729436,267.45
942,Livro 942,206419094139,90.62
943,Livro 943,829356312798575,84.72
944,Livro 944,299379554902949,128.25
945,Livro 945,7074144538902,218.81
946,Livro 946,,148.89
947,Livro 947,0642688278974,110.66
948,Livro 948,,206.49
949,Livro 949,43728206635,49.73
950,Livro 950,6582811954958,133.75
951,Livro 951,,290.86
952,Livro 952,4388882305244,147.45
953,Livro 953,6348708279060,273.43
954,Livro 954,5730798043633,192.04
955,Livro 955,3377777494680,133.05
956,Livro 956,5413854309542,97.24
957,Livro 957,874142738970,131.05
958,Livro 958,8399696790577,217.2
959,Livro 959,0201230965012,67.75
960,Livro 960,239202879255845,98.61
961,Livro 961,7056873539440,122.79
962,Livro 962,,264.52
963,Livro 963,684905830904,147.44
964,Livro 964,,153.97
965,Livro 965,2630275464987,246.92
966,Livro 966,11241349030,238.81
967,Livro 967,1392063332738,286.03
968,Livro 968,9089434147874,208.29
969,Livro 969,4302600867243,122.62
970,Livro 970,5566371476679,59.71
971,Livro 971,1572112501052,151.82
972,Livro 972,4058290162358,133.4
973,Livro 973,0090697321827,194.22
974,Livro 974,9276204088731,33.89
975,Livro 975,5056857748941,221.27
976,Livro 976,,207.83
977,Livro 977,,173.4
978,Livro 978,,192.61
979,Livro 979,1713464745897,219.45
980,Livro 980,2316649571498,231.55
981,Livro 981,2591420907543,277.57
982,Livro 982,2194913372749,246.13
983,Livro 983,945412685212593,144.1
984,Livro 984,3829800855940,183.49
985,Livro 985,3888261771372,61.51
986,Livro 986,,74.32
987,Livro 987,1241368701775,54.74
988,Livro 988,235021991846618,212.38
989,Livro 989,mGjPROIkxmYFF,170.55
990,Livro 990,7569716696113,38.28
991,Livro 991,,68.26
992,Livro 992,3813635098939,102.53
993,Livro 993,jjHhpuaOSJZBp,176.06
994,Livro 994,7293663270547,53.47
995,Livro 995,5812657200,185.54
996,Livro 996,0528564868396,227.42
997,Livro 997,1832326429212,221.28
998,Livro 998,5139803955659,131.75
999,Livro 999,9851919726466,73.61
1000,Livro 1000,NwWzrlZJSvLZm,227.86
1001,Livro 1001,ddaSzBlnCFFUP,34.97
1002,Livro 1002,,265.57
1003,Livro 1003,538905876118,239.19
1004,Livro 1004,9720418083432,130.6
1005,Livro 1005,9500999564649,267.93
1006,Livro 1006,1048945894875,22.37
1007,Livro 1007,5905864332607,133.86
1008,Livro 1008,1628321661709,186.52
1009,Livro 1009,410967987247294,59.35
1010,Livro 1010,1636720219466,213.24
1011,Livro 1011,,156.79
1012,Livro 1012,2182335669135,292.34
1013,Livro 1013,4091162482887,227.1
1014,Livro 1014,7428107024061,212.35
1015,Livro 1015,2225663217748,156.78
1016,Livro 1016,0395094559006,89.57
1017,Livro 1017,856725952267,60.44
1018,Livro 1018,gTKeenTvabkSf,95.41
1019,Livro 1019,9056474345607,55.42
1020,Livro 1020,8929256734741,120.13
1021,Livro 1021,4473048041226,270.02
1022,Livro 1022,0942069013783,243.46
1023,Livro 1023,bVRqazZfjvorZ,174.77
1024,Livro 1024,6156075173150,230.38
1025,Livro 1025,038045694475865,12.12
1026,Livro 1026,0565830489717,35.4
1027,Livro 1027,5031103921648,285.79
1028,Livro 1028,5700520683007,67.75
1029,Livro 1029,598216463252,74.66
1030,Livro 1030,jpqNDGVENEQZk,50.9
1031,Livro 1031,740330729797,53.14
1032,Livro 1032,3800315080138,286.7
1033,Livro 1033,8686651554486,66.6
1034,Livro 1034,2271723387041,185.93
1035,Livro 1035,9386712011096,153.49
1036,Livro 1036,2859770120564,20.3
1037,Livro 1037,9220083886622,65.53
1038,Livro 1038,547909500325,224.95
1039,Livro 1039,,288.46
1040,Livro 1040,EmoglcoxikpjD,68.56
1041,Livro 1041,9541347491910,224.32
1042,Livro 1042,1670691482565,128.62
1043,Livro 1043,7236224541726,270.69
1044,Livro 1044,tYHaOriqLYcrR,207.1
1045,Livro 1045,9523749222165,91.74
1046,Livro 1046,8924138031543,251.81
1047,Livro 1047,7058468969074,257.14
1048,Livro 1048,4163079079679,238.49
1049,Livro 1049,5351450270592,54.86
1050,Livro 1050,0522223902164,74.29
1051,Livro 1051,6774052516613,188.74
1052,Livro 1052,0940281115927,219.64
1053,Livro 1053,0837062002955,208.67
1054,Livro 1054,xJyHKWeyXEOjG,93.08
1055,Livro 1055,806888555368,53.66
1056,Livro 1056,gfvJcliMGQfRV,203.44
1057,Livro 1057,3542037592698,144.35
1058,Livro 1058,,12.49
1059,Livro 1059,,299.57
1060,Livro 1060,6461212912737,266.67
1061,Livro 1061,3454724577152,187.33
1062,Livro 1062,108764031139,289.85
1063,Livro 1063,4939414175332,101.23
1064,Livro 1064,4628241795240,220.29
1065,Livro 1065,7374728560178,174.2
1066,Livro 1066,6095143869413,232.94
1067,Livro 1067,7077382582903,199.33
1068,Livro 1068,2253180446887,187.05
1069,Livro 1069,3927692332025,102.61
1070,Livro 1070,tjUJhtqdvcjnT,228.87
1071,Livro 1071,7555964352486,171.49
1072,Livro 1072,5731259171581,233.09
1073,Livro 1073,,163.48
1074,Livro 1074,,206.88
1075,Livro 1075,6700391818828,262.52
1076,Livro 1076,,60.91
1077,Livro 1077,64752498918,20.04
1078,Livro 1078,9076377428587,142.48
1079,Livro 1079,7875087627016,16.74
1080,Livro 1080,0402240599809,94.65
1081,Livro 1081,0462680567822,66.52
1082,Livro 1082,5123824314060,139.82
1083,Livro 1083,9358332161630,243.88
1084,Livro 1084,,33.25
1085,Livro 1085,494496700653634,292.42
1086,Livro 1086,2815759390154,111.44
1087,Livro 1087,5952462972,224.42
1088,Livro 1088,,288.66
1089,Livro 1089,0357756917811,263.72
1090,Livro 1090,5068534004294,109.29
1091,Livro 1091,4584924000344,180.66
1092,Livro 1092,9398972577196,138.27
1093,Livro 1093,4789559745841,194.97
1094,Livro 1094,7467482547033,101.99
1095,Livro 1095,7151960301729,120.32
1096,Livro 1096,3508363518366,158.27
1097,Livro 1097,673726004258308,205.23
1098,Livro 1098,meqRUfMbiTvwq,49.76
1099,Livro 1099,3456717058786,247.65
1100,Livro 1100,6002063520198,155.05
1101,Livro 1101,8245187088445,49.83
1102,Livro 1102,txplemOEEBBOh,190.86
1103,Livro 1103,5761840816761,280.33
1104,Livro 1104,0531482612663,97.46
1105,Livro 1105,4341466253030,173.7
1106,Livro 1106,6859481272499,224.18
1107,Livro 1107,,273.55
1108,Livro 1108,5410444227352,85.68
1109,Livro 1109,8575056154326,76.29
1110,Livro 1110,TtBxKkRwTTakb,21.73
1111,Livro 1111,1368842116792,244.18
1112,Livro 1112,8156404063717,205.24
1113,Livro 1113,5980547992792,135.62
1114,Livro 1114,,156.26
1115,Livro 1115,1877306211850,219.84
1116,Livro 1116,6957722386205,266.79
1117,Livro 1117,,238.97
1118,Livro 1118,6675439062478,31.74
1119,Livro 1119,1501038840081,212.33
1120,Livro 1120,,75.42
1121,Livro 1121,,125.05
1122,Livro 1122,5307351006590,61.44
1123,Livro 1123,,245.14
1124,Livro 1124,6885594054011,180.61
1125,Livro 1125,9222975759488,113.07
1126,Livro 1126,8672777401317,299.41
1127,Livro 1127,5918905712749,134.01
1128,Livro 1128,772597998306697,132.16
1129,Livro 1129,219951062377,123.18
1130,Livro 1130,8647222092018,90.23
1131,Livro 1131,6031345677400,40.05
1132,Livro 1132,8234556727665,253.55
1133,Livro 1133,,135.27
1134,Livro 1134,1722438938916,153.09
1135,Livro 1135,8751021484219,274.94
1136,Livro 1136,2126722147658,211.74
1137,Livro 1137,7689485725994,203.21
1138,Livro 1138,9806016637406,114.27
1139,Livro 1139,7663770359831,141.98
1140,Livro 1140,3974400610454,71.74
1141,Livro 1141,1772663039768,118.47
1142,Livro 1142,,207.67
1143,Livro 1143,ydxBtXcEbONFp,66.73
1144,Livro 1144,9374496015549,248.68
1145,Livro 1145,7013255769676,100.58
1146,Livro 1146,0153267450648,214.1
1147,Livro 1147,,273.11
1148,Livro 1148,3664975263476,250.73
1149,Livro 1149,6310238783261,271.2
1150,Livro 1150,,236.39
1151,Livro 1151,5851964021974,163.33
1152,Livro 1152,8603508744359,254.73
1153,Livro 1153,4701716829176,98.51
1154,Livro 1154,8903271894241,202.83
1155,Livro 1155,7284243708073,161.21
1156,Livro 1156,NyNwLNFdGSVoZ,228.85
1157,Livro 1157,,275.33
1158,Livro 1158,0681961404517,266.73
1159,Livro 1159,tNdIKjpUsHmfW,232.9
1160,Livro 1160,3406741851696,254.72
1161,Livro 1161,7291465645235,230.67
1162,Livro 1162,5647489036986,293.03
1163,Livro 1163,1789760533593,253.88
1164,Livro 1164,0801206425657,48.08
1165,Livro 1165,5999984632227,266.45
1166,Livro 1166,1257537978723,34.74
1167,Livro 1167,,263.55
1168,Livro 1168,9423921825880,43.62
1169,Livro 1169,920041173212014,212.65
1170,Livro 1170,8074100447476,97.24
1171,Livro 1171,4082927037367,122.82
1172,Livro 1172,3727392078375,282.66
1173,Livro 1173,0037016197898,261.73
1174,Livro 1174,1845285755972,220.57
1175,Livro 1175,0707907683467,221.08
1176,Livro 1176,6101335913998,116.86
1177,Livro 1177,413271754287140,219.98
1178,Livro 1178,9245837469652,20.03
1179,Livro 1179,6127389712652,121.9
1180,Livro 1180,4424638332805,150.42
1181,Livro 1181,,53.35
1182,Livro 1182,,129.64
1183,Livro 1183,7891810578111,130.82
1184,Livro 1184,2930226179653,132.55
1185,Livro 1185,717735569593108,210.78
1186,Livro 1186,9706003219892,31.24
1187,Livro 1187,7000738122522,240.8
1188,Livro 1188,6420402797911,52.84
1189,Livro 1189,445489834137161,193.47
1190,Livro 1190,GGsZyfjboyrHU,278.1
1191,Livro 1191,5202008904636,45.64
1192,Livro 1192,0620800387630,144.78
1193,Livro 1193,8505007834674,97.07
1194,Livro 1194,7271975501706,278.2
1195,Livro 1195,6057259325508,286.61
1196,Livro 1196,7585876998791,100.25
1197,Livro 1197,432528638008440,173.39
1198,Livro 1198,4131728730627,29.03
1199,Livro 1199,6205912403841,171.44
1200,Livro 1200,2675081647636,165.0
1201,Livro 1201,9122470077642,51.46
1202,Livro 1202,9797925514093,281.81
1203,Livro 1203,,25.55
1204,Livro 1204,9948503987342,227.23
1205,Livro 1205,3502600073936,47.78
1206,Livro 1206,0034496936862,159.94
1207,Livro 1207,1871862740321,58.73
1208,Livro 1208,8940387209331,282.37
1209,Livro 1209,2470929754025,292.91
1210,Livro 1210,672483401778888,291.04
1211,Livro 1211,334841291474590,70.33
1212,Livro 1212,6696281928106,144.67
1213,Livro 1213,6897300146838,146.46
1214,Livro 1214,UrFuBspBDrwMu,16.16
1215,Livro 1215,777668183288921,16.68
1216,Livro 1216,9487592132827,86.41
1217,Livro 1217,8052065714997,215.55
1218,Livro 1218,0169107938058,153.5
1219,Livro 1219,4430559461524,47.28
1220,Livro 1220,9029243283990,16.53
1221,Livro 1221,gPpBjATDtwhCh,145.28
1222,Livro 1222,5828201185178,192.53
1223,Livro 1223,0528368115154,245.52
1224,Livro 1224,2734455452038,282.07
1225,Livro 1225,9499837200,182.37
1226,Livro 1226,8161277545227,248.45
1227,Livro 1227,0571002944348,132.51
1228,Livro 1228,4322746170387,193.42
1229,Livro 1229,9588686623688,131.66
1230,Livro 1230,9927182128272,69.11
1231,Livro 1231,2610779141377,14.83
1232,Livro 1232,9446644277065,254.17
1233,Livro 1233,1823520737716,81.8
1234,Livro 1234,8132719130084,62.65
1235,Livro 1235,IjxGoGUjfjDIl,89.14
1236,Livro 1236,,62.48
1237,Livro 1237,,110.88
1238,Livro 1238,4969741417693,74.31
1239,Livro 1239,3282092047319,160.62
1240,Livro 1240,0483979391782,134.58
1241,Livro 1241,1127082610889,164.73
1242,Livro 1242,8093810897262,67.58
1243,Livro 1243,6872365418322,42.87
1244,Livro 1244,9068019522062,109.89
1245,Livro 1245,qllXrHBggqZmJ,50.09
1246,Livro 1246,bcjotcjrLASWX,298.86
1247,Livro 1247,9895797010042,85.96
1248,Livro 1248,32851596592,276.18
1249,Livro 1249,,201.73
1250,Livro 1250,3284754096700,288.77
1251,Livro 1251,duqJqoEFVTUKH,298.82
1252,Livro 1252,941980203083919,60.46
1253,Livro 1253,4010021291412,288.69
1254,Livro 1254,329879578652786,137.71
1255,Livro 1255,671338077200929,293.91
1256,Livro 1256,6232117886316,206.29
1257,Livro 1257,0309407051752,63.5
1258,Livro 1258,4404317697214,96.37
1259,Livro 1259,1931158285586,273.01
1260,Livro 1260,3756442564093,266.08
1261,Livro 1261,4376544321255,112.82
1262,Livro 1262,1002928693663,122.37
1263,Livro 1263,8806693209727,192.26
1264,Livro 1264,4369956957048,164.9
1265,Livro 1265,6132320002618,160.79
1266,Livro 1266,3542130132834,40.11
1267,Livro 1267,8815361716587,226.06
1268,Livro 1268,5849431412735,277.92
1269,Livro 1269,7972552163733,16.64
1270,Livro 1270,5661273174220,157.33
1271,Livro 1271,,97.25
1272,Livro 1272,9044756122444,149.47
1273,Livro 1273,3463187481913,230.28
1274,Livro 1274,3473871026176,159.18
1275,Livro 1275,850804631232,130.82
1276,Livro 1276,8213269039773,226.09
1277,Livro 1277,3935393189831,172.48
1278,Livro 1278,8838697474515,206.22
1279,Livro 1279,4973825258530,63.58
1280,Livro 1280,3059738130096,37.53
1281,Livro 1281,8945128161241,168.9
1282,Livro 1282,,129.03
1283,Livro 1283,8101388165547,11.39
1284,Livro 1284,4910391019051,132.17
1285,Livro 1285,377027827887509,227.54
1286,Livro 1286,1930094015311,167.14
1287,Livro 1287,3183390793409,123.58
1288,Livro 1288,7697294866533,132.81
1289,Livro 1289,7557248271642,155.74
1290,Livro 1290,5275208279150,147.87
1291,Livro 1291,9053464226915,45.21
1292,Livro 1292,9713531799137,136.07
1293,Livro 1293,6607463869947,175.21
1294,Livro 1294,1204119450988,118.61
1295,Livro 1295,1974253243170,71.77
1296,Livro 1296,1018892052789,69.41
1297,Livro 1297,ttVOvHZvjqLTF,111.54
1298,Livro 1298,7588587182147,220.87
1299,Livro 1299,632020768852134,119.98
1300,Livro 1300,,105.31
1301,Livro 1301,0013109368820,265.12
1302,Livro 1302,3395012568891,98.97
1303,Livro 1303,,156.67
1304,Livro 1304,0991077960310,118.28
1305,Livro 1305,drHODnCUssOrv,103.0
1306,Livro 1306,,254.91
1307,Livro 1307,558680668079932,136.06
1308,Livro 1308,879998791568283,245.87
1309,Livro 1309,,174.42
1310,Livro 1310,7811930362168,181.92
1311,Livro 1311,101333566075630,224.58
1312,Livro 1312,6740204404678,92.44
1313,Livro 1313,1865042694414,167.95
1314,Livro 1314,8670694467620,298.71
1315,Livro 1315,2395507811540,285.97
1316,Livro 1316,0260871309584,199.04
1317,Livro 1317,6577573386902,110.81
1318,Livro 1318,2615836391864,76.27
1319,Livro 1319,5391096543740,46.8
1320,Livro 1320,3523033562518,274.6
1321,Livro 1321,,258.08
1322,Livro 1322,2134633530139,177.0
1323,Livro 1323,7828687840254,261.16
1324,Livro 1324,897791614294354,110.32
1325,Livro 1325,1310767308046,202.3
1326,Livro 1326,0136453817450,250.53
1327,Livro 1327,,145.36
1328,Livro 1328,0570478394363,47.19
1329,Livro 1329,3965970660115,193.7
1330,Livro 1330,8602907844335,168.02
1331,Livro 1331,0904376874615,54.44
1332,Livro 1332,9551655904244,296.36
1333,Livro 1333,GKMoifQUlmqpO,52.62
1334,Livro 1334,5289693332494,277.26
1335,Livro 1335,,143.19
1336,Livro 1336,9925124072042,135.1
1337,Livro 1337,CUIjFHPWPHjsF,146.48
1338,Livro 1338,sncMHMawEfcLw,12.97
1339,Livro 1339,2463261661660,184.37
1340,Livro 1340,4009621282169,38.86
1341,Livro 1341,2525217361198,93.98
1342,Livro 1342,867069021227759,51.26
1343,Livro 1343,9281051530281,288.35
1344,Livro 1344,7282829442962,207.31
1345,Livro 1345,5407550753008,265.55
1346,Livro 1346,094100856385062,51.83
1347,Livro 1347,0719774073403,181.64
1348,Livro 1348,6675155527352,92.93
1349,Livro 1349,4298667216682,264.99
1350,Livro 1350,1007696866130,198.29
1351,Livro 1351,0037306410565,81.99
1352,Livro 1352,6733170725661,51.01
1353,Livro 1353,,235.16
1354,Livro 1354,,281.08
1355,Livro 1355,0771618770610,18.07
1356,Livro 1356,9029053673282,129.2
1357,Livro 1357,hjWKjbGMENwXT,86.22
1358,Livro 1358,9451208320254,244.87
1359,Livro 1359,KATFrLOpeamge,60.81
1360,Livro 1360,,125.87
1361,Livro 1361,7490094356546,106.9
1362,Livro 1362,6097583021794,176.72
1363,Livro 1363,0704251243089,135.99
1364,Livro 1364,5169833686188,281.07
1365,Livro 1365,628093778197928,175.19
1366,Livro 1366,0302122330322,129.67
1367,Livro 1367,9380306451240,94.45
1368,Livro 1368,3581939982842,271.29
1369,Livro 1369,9222995360915,122.82
1370,Livro 1370,858194296119320,82.1
1371,Livro 1371,,168.87
1372,Livro 1372,,145.43
1373,Livro 1373,UlYeciSuduAnA,211.14
1374,Livro 1374,1873382555468,26.52
1375,Livro 1375,,188.31
1376,Livro 1376,5421538557682,266.96
1377,Livro 1377,289777514130,88.45
1378,Livro 1378,8126671284646,116.43
1379,Livro 1379,54667460009,161.76
1380,Livro 1380,8254987275992,251.89
1381,Livro 1381,4740952614209,285.43
1382,Livro 1382,8148337011421,37.47
1383,Livro 1383,9230133734110,187.09
1384,Livro 1384,4954746297226,34.25
1385,Livro 1385,5881147868004,150.21
1386,Livro 1386,176305465988738,173.93
1387,Livro 1387,2840493129738,39.71
1388,Livro 1388,5702501372769,66.43
1389,Livro 1389,1521225643534,174.75
1390,Livro 1390,ZVzKhhupdFKVc,197.32
1391,Livro 1391,0292922438182,204.02
1392,Livro 1392,6757759984512,151.33
1393,Livro 1393,0315841977331,178.67
1394,Livro 1394,6724208415962,81.42
1395,Livro 1395,,273.76
1396,Livro 1396,8588643771622,170.56
1397,Livro 1397,077807636747502,276.89
1398,Livro 1398,,32.68
1399,Livro 1399,8991344717209,98.31
1400,Livro 1400,9729838319130,95.07
1401,Livro 1401,2012244673695,128.96
1402,Livro 1402,9378263706356,221.58
1403,Livro 1403,5492072607957,134.77
1404,Livro 1404,2851222300567,158.88
1405,Livro 1405,TlLjKPRLVDBkH,298.56
1406,Livro 1406,9318132689725,238.74
1407,Livro 1407,2859532789397,72.99
1408,Livro 1408,5392434996109,220.97
1409,Livro 1409,2812253172927,184.81
1410,Livro 1410,4242488829700,43.39
1411,Livro 1411,2258744987591,77.99
1412,Livro 1412,3881636518150,138.29
1413,Livro 1413,732566541457346,121.07
1414,Livro 1414,5828537586075,224.24
1415,Livro 1415,4729172855488,184.37
1416,Livro 1416,7075090997823,204.62
1417,Livro 1417,,156.52
1418,Livro 1418,3653028740008,153.96
1419,Livro 1419,lQZvsWOfbZlmu,248.6
1420,Livro 1420,477868715950457,172.96
1421,Livro 1421,,33.93
1422,Livro 1422,4906679038990,201.4
1423,Livro 1423,0970585601272,207.18
1424,Livro 1424,LtQWUqrnFSXKL,135.16
1425,Livro 1425,6734126120152,18.16
1426,Livro 1426,2895084930271,200.91
1427,Livro 1427,0282611396948,146.34
1428,Livro 1428,5187631934838,126.35
1429,Livro 1429,0795094331059,226.2
1430,Livro 1430,4682104556149,13.51
1431,Livro 1431,3720409738885,67.07
1432,Livro 1432,9442538875683,222.38
1433,Livro 1433,,258.29
1434,Livro 1434,4992433297739,225.39
1435,Livro 1435,5876230027181,75.43
1436,Livro 1436,,203.05
1437,Livro 1437,8835234157162,105.55
1438,Livro 1438,2149713502852,185.45
1439,Livro 1439,1084221740594,29.11
1440,Livro 1440,OmQKoPBxQJfon,249.54
1441,Livro 1441,,159.36
1442,Livro 1442,4679583342374,180.96
1443,Livro 1443,4357800100526,123.94
1444,Livro 1444,136733264604147,250.1
1445,Livro 1445,4463304453012,248.71
1446,Livro 1446,0992339452524,82.46
1447,Livro 1447,6739438143741,159.05
1448,Livro 1448,1701769348309,155.29
1449,Livro 1449,8958720718347,96.3
1450,Livro 1450,349354030019861,49.82
1451,Livro 1451,9562874003633,28.11
1452,Livro 1452,,144.06
1453,Livro 1453,596033849779549,254.26
1454,Livro 1454,0241939091091,130.49
1455,Livro 1455,9648840348846,159.34
1456,Livro 1456,,252.39
1457,Livro 1457,6799408895204,161.0
1458,Livro 1458,4644125606141,216.52
1459,Livro 1459,289786161298087,289.29
1460,Livro 1460,,76.62
1461,Livro 1461,2139416232515,71.45
1462,Livro 1462,0107652893217,253.76
1463,Livro 1463,9591132769825,36.39
1464,Livro 1464,9564292360961,128.59
1465,Livro 1465,4749911841118,16.31
1466,Livro 1466,37072569051,192.73
1467,Livro 1467,7488028163574,173.99
1468,Livro 1468,5476075355726,158.93
1469,Livro 1469,,210.61
1470,Livro 1470,0726778550901,251.31
1471,Livro 1471,3581489314405,110.27
1472,Livro 1472,3145893264,295.73
1473,Livro 1473,3684822792358,140.29
1474,Livro 1474,4675281475639,187.52
1475,Livro 1475,4397743174356,151.67
1476,Livro 1476,jvLmSMQHtyuMt,29.59
1477,Livro 1477,3036126727653,137.8
1478,Livro 1478,,93.15
1479,Livro 1479,7545429314206,73.83
1480,Livro 1480,0089831030483,173.27
1481,Livro 1481,1179726734,84.94
1482,Livro 1482,7677650295115,96.99
1483,Livro 1483,5845596804312,167.13
1484,Livro 1484,3359988417662,70.25
1485,Livro 1485,4031672194499,193.79
1486,Livro 1486,1262545696850,195.74
1487,Livro 1487,,14.88
1488,Livro 1488,64495461645,32.94
1489,Livro 1489,5399857049702,279.87
1490,Livro 1490,4723358841790,168.98
1491,Livro 1491,2811724986015,239.36
1492,Livro 1492,3156082614670,42.93
1493,Livro 1493,0289657252844,151.71
1494,Livro 1494,5042552242532,73.59
1495,Livro 1495,2602768331348,118.43
1496,Livro 1496,2766864027387,284.63
1497,Livro 1497,9432508348109,75.65
1498,Livro 1498,757851538938006,138.1
1499,Livro 1499,6278580956389,12.11
1500,Livro 1500,5789325631732,184.75
1501,Livro 1501,0451406050702,75.21
1502,Livro 1502,,226.56
1503,Livro 1503,4418331075581,182.94
1504,Livro 1504,0051824384331,200.67
1505,Livro 1505,6639452395252,240.61
1506,Livro 1506,4340945067228,84.6
1507,Livro 1507,7775592744411,195.0
1508,Livro 1508,7399425538478,111.41
1509,Livro 1509,8517052136046,125.29
